weight,size,width,height,label
8119.421554488368,46.32624089306231,36.81583623393237,36.26208990050653,watermelon
151.36041971675158,7.1332879984967175,7.984264851121284,7.075927600129061,apple
3643.027319192216,27.749493520595525,24.826578688460422,15.579803718432585,unknown
7078.833603875503,40.126329558580245,30.434836103981333,44.34326017530982,watermelon
7788.88738205959,41.18111238551687,45.41561132044745,46.89059527706145,watermelon
3664.859459429511,22.335705747909003,24.03326123223225,15.20473402802792,unknown
6088.296941368686,44.43844067728703,47.55455189723244,31.72509839681013,watermelon
6296.207786293455,36.13866053932324,42.90500761783594,45.35920889029735,watermelon
7768.786816207011,43.81524760282482,33.9924715452801,49.58478394938953,watermelon
2141.4482204158767,21.087145894964085,17.414344084357566,22.134466059160825,unknown
3993.773847124686,22.13987077118224,19.634777848095677,19.18120147568016,unknown
5270.388247099376,49.31054753804365,46.51122317387676,44.39882781928098,watermelon
189.2737820791148,7.861499060328028,7.93961409742605,8.247157446322305,apple
2168.5915747334093,22.415631408600877,23.59927232367948,25.563977962982705,unknown
190.57024296783695,7.541543099323711,6.4685319408017765,8.813686698481087,apple
6.068385075122236,1.420547443611858,1.3468989538923923,1.8366595878527003,grape
194.96857127659064,7.1627562528737645,6.152307814768526,8.875128982259907,apple
179.25096748163938,8.391706643648954,7.018320918924625,6.035511069901274,apple
186.02948252207287,8.804994827344487,6.989009696925962,7.207781980741145,apple
6038.885892253671,40.51667966271276,48.76584086175231,41.97255448866299,watermelon
8445.382356959686,41.70141633958541,41.43890927493368,48.063418133162855,watermelon
9483.605311072572,37.2435535920176,35.021541261577475,35.78622428399546,watermelon
9.776336605545785,1.6722887005816622,1.953112462418124,1.2327850507820552,grape
196.40179397911,7.1068436771774754,7.468133191114513,8.612407661652437,apple
152.44041000517402,8.436960606466824,6.135413309290128,7.802830710234172,apple
2298.035388680625,28.218983479666008,20.548346341026388,27.044501717341795,unknown
3627.391837279153,20.770545491789683,23.341282582657797,26.63587382337434,unknown
177.4014865882474,8.05474376826567,6.259945593667737,6.000958110173778,apple
9.544772642013127,1.9664513580766827,1.2893237990264097,1.5677224547522512,grape
3155.88575388608,27.53822361180245,21.138752296777128,18.867813112143185,unknown
8669.912952603041,39.350696375224864,33.920800000404,44.27671902521882,watermelon
9.523976458147564,1.481875069057462,1.2892112629926824,1.3538364012545268,grape
9546.22353365393,44.242716024064464,46.16396985432191,37.01000602696652,watermelon
157.67676108024472,8.856843332450213,7.041090340292645,8.358141355470323,apple
6103.611929249217,46.33421169761499,40.36025235722708,34.20505770006082,watermelon
195.73993912566027,7.735196169875788,6.568043871398395,8.350482847082294,apple
3114.5764065915264,26.679001048116135,22.137222761647948,26.881243675459928,unknown
165.6839305066011,7.538766641175531,7.661826686606127,7.5900807416062195,apple
6545.204221716497,47.63797077580604,40.04655034459146,32.033539672253866,watermelon
5.565384863656743,1.986865355648684,1.0027485225807615,1.369358887142968,grape
8.413753736969069,1.2650047638199,1.4682904366818843,1.9588477009600225,grape
9.307798305615616,1.664437675015167,1.5441609824476648,1.4957684048355149,grape
